Certainty.to.vote.in.general.election.10.is.certain,GEVote,DidyouvoteGE2015,Past.vote,Eurefvote,Certainty.to.vote.in.EU.referendum.10.is.certain,Gender,Age,Region,Ethnicity,Education,Housing,mosaic_2014_groups,parliamentary_constituency,local_authority
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,"","",Male,33,Scotland,White,Level.4,Rented.from.Local.Authority,J,S14000001,S12000033
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,67,South.West,White,Level.1,Owned.outright.by.household,E,E14001038,E06000024
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,70,South.West,White,0,Owned.outright.by.household,M,E14001000,E07000047
"",Would.not.vote,No.I.chose.not.to.vote,"",Would.not.vote,1,Male,71,London,White,Level.1,Owned.outright.by.household,N,E14000789,E09000023
"",Conservative,Yes.I.voted,Conservative,Leave,10,Female,81,Wales,White,Level.1,Owned.outright.by.household,B,W07000080,W06000014
1,UKIP,No.I.chose.not.to.vote,0,Leave,"",Male,60,South.East,White,Level.4,Being.bought.on.a.mortgage,D,E14000899,E07000075
10,Dont.know,Yes.I.voted,Labour,Remain,10,Female,63,Wales,Mixed,Other,Owned.outright.by.household,M,W07000050,W06000015
6,Dont.know,Yes.I.voted,blank,Dont.know,Dont.know,Prefer.not.to.say,42,London,White,Dont.know,Prefer.not.to.say,N,E14001007,E09000017
10,Labour,Yes.I.voted,Liberal.Democrat,Dont.know,10,Female,26,South.West,White,Level.4,Owned.with.a.mortgage.or.loan,O,E14000820,E06000003
5,Labour,Yes.I.voted,Labour,Dont.know,6,Female,44,North.West,White,Level.4,Owned.with.a.mortgage.or.loan,M,E14000570,E06000008
10,Labour,Yes.I.voted,Labour,Leave,10,Male,24,South.East,White,Level.2,Rented.from.a.private.landlord.or.letting.agency,F,E14000653,E06000049
"",Liberal.Democrat,Yes.I.voted,Conservative,Remain,10,Male,64,Wales,White,Level.2,Owned.with.a.mortgage.or.loan,C,W07000064,W06000008
10,UKIP,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Leave,10,Female,62,Scotland,White,Level.1,Rented.from.council/local.authority,K,E14000667,E08000017
"",UKIP,No.I.chose.not.to.vote,"",Leave,10,Male,40,Scotland,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,K,S14000017,S12000015
10,Conservative,Yes.I.voted,Conservative,Remain,10,Female,62,Scotland,White,Level.1.or.2,Owned.outright.by.household,B,S14000057,S12000030
10,Conservative,Yes.I.voted,Conservative,"","",Male,42,South.East,White,Level.1.or.2,Being.bought.on.a.mortgage,G,E14000753,E07000227
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,"",Male,32,Scotland,White,Level.3,Rented.from.private.landlord,N,S14000054,S12000024
10,Labour,Yes.I.voted,Labour,Remain,10,Female,34,Wales,White,Level.1,Owned.with.a.mortgage.or.loan,O,W07000079,W06000015
"",Conservative,Yes.I.voted,Conservative,Leave,10,Male,57,Wales,Prefer.not.to.say,Level.1,Owned.with.a.mortgage.or.loan,H,W07000076,W06000018
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,49,Scotland,White,0,Rented.from.council/local.authority,I,S14000043,S12000014
2,Labour,No.I.chose.not.to.vote,0,Dont.know,1,Female,47,North.West,White,0,Prefer.not.to.say,F,E14000581,E08000014
"",Dont.know,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Female,52,Scotland,White,Level.1,Prefer.not.to.say,O,S14000010,S12000028
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,31,South.East,White,Level.1,Owned.with.a.mortgage.or.loan,O,E14000593,E09000018
10,Green.Party,Yes.I.voted,Conservative,Leave,10,Male,69,South.East,White,Level.3,Owned.outright.by.household,E,E14000955,E06000045
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Dont.know,1,Female,53,North.West,White,No.qualifications,Owned.with.a.mortgage.or.loan,I,S14000015,S12000041
9,Dont.know,Yes.I.voted,Labour,"","",Female,60,West.Midlands,White,Level.1.or.2,Owned.outright.by.household,F,E14000989,E06000020
10,Labour,Yes.I.voted,Labour,Remain,10,Male,40,North.West,White,Level.3,Rented.from.a.private.landlord.or.letting.agency,D,E14000902,E06000008
"",Conservative,Yes.I.voted,Conservative,Remain,10,Male,76,London,White,Level.1,Owned.outright.by.household,A,E14001005,E09000027
10,Labour,Yes.I.voted,Labour,Leave,10,Female,57,East.Midlands,White,Level.4,Rented.from.council/local.authority,C,E14000690,E09000011
"",Conservative,Yes.I.voted,Conservative,Leave,10,Female,63,London,White,Level.1,Owned.outright.by.household,B,E14000869,E09000004
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,Prefer.not.to.say,North.West,White,0,Rented.from.council/local.authority,O,W07000056,W06000022
10,Labour,Yes.I.voted,Liberal.Democrat,Leave,10,Male,45,Wales,White,Level.1,Owned.with.a.mortgage.or.loan,C,W07000063,W06000023
10,Labour,Yes.I.voted,Labour,Dont.know,"",Female,40,Yorkshire.and.The.Humber,White,Other,Rented.from.private.landlord,H,E14000886,E08000035
6,UKIP,Yes.I.voted,Dont.remember,Dont.know,6,Female,29,East.Midlands,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,J,E14000829,E07000175
"",Labour,Yes.I.voted,Plaid.Cymru-.the.Welsh.Nationalists,Leave,10,Female,63,Wales,White,Level.4,Owned.outright.by.household,K,W07000071,W06000024
10,Conservative,Yes.I.voted,Conservative,"","",Female,Prefer.not.to.say,London,White,Level.3,Owned.outright.by.household,A,E14000703,E09000003
"",Plaid.Cymru.-.the.Welsh.Nationalists,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Remain,10,Male,70,Wales,White,Level.4,Owned.outright.by.household,C,W07000041,W06000001
"",Labour,Yes.I.voted,Scottish.National.Party.SNP,Remain,9,Female,33,Scotland,White,Level.4,Rented.from.a.private.landlord.or.letting.agency,F,S14000040,S12000008
10,Labour,No.I.chose.not.to.vote,"",Remain,10,Female,36,North.East,White,Level.2,Owned.with.a.mortgage.or.loan,H,E14001059,E08000003
"",Labour,Yes.I.voted,Labour,Remain,10,Female,69,Wales,White,Level.4,Owned.outright.by.household,L,W07000043,W06000005
10,Conservative,Yes.I.voted,Labour,Remain,10,Male,66,North.West,White,No.qualifications,Rented.from.council/local.authority,K,E14000974,E06000021
10,Labour,Yes.I.voted,Labour,Dont.know,10,Female,30,South.East,White,Level.1,Owned.with.a.mortgage.or.loan,J,E14000614,E08000033
"",Dont.know,Yes.I.voted,Dont.remember,Dont.know,10,Male,64,London,White,0,Social.housing.rented.other.than.from.council/local.authority,M,E14000906,E09000017
10,Labour,Yes.I.voted,Liberal.Democrat,Leave,10,Male,54,North.West,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,B,E14001024,E06000050
10,Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Remain,10,Male,78,South.East,White,Level.4,Owned.outright.by.household,C,E14000557,E07000065
"",Labour,Yes.I.voted,Conservative,Remain,10,Male,65,Scotland,White,No.qualifications,Rented.from.council/local.authority,K,S14000004,S12000041
10,Conservative,Yes.I.voted,Conservative,Dont.know,"",Female,63,South.East,White,Other,Owned.outright.by.household,F,E14000576,E07000224
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Female,61,Scotland,White,Level.4,Owned.with.a.mortgage.or.loan,M,S14000049,S12000015
8,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,"",Male,24,Scotland,White,Level.1.or.2,Rented.from.Local.Authority,D,S14000054,S12000024
"",Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,Plaid.Cymru-.the.Welsh.Nationalists,Leave,10,Male,36,Wales,White,Level.1,Rented.from.council/local.authority,K,W07000056,W06000022
4,Labour,Yes.I.voted,Labour,"","",Female,29,Yorkshire.and.The.Humber,Asian/Asian.British,Level.1.or.2,Being.bought.on.a.mortgage,N,E14000589,E08000032
"",UKIP,Yes.I.voted,UKIP,Leave,10,Male,56,Wales,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,C,W07000068,W06000023
9,Other.party,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Remain,9,Male,40,London,White,Level.2,Owned.outright.by.household,A,E14000549,E09000032
"",Labour,Yes.I.voted,Labour,Leave,10,Prefer.not.to.say,71,Scotland,White,0,Owned.outright.by.household,L,S14000029,S12000046
6,Conservative,Yes.I.voted,Conservative,Remain,9,Male,58,East.of.England,White,Level.2,Owned.outright.by.household,M,E14000545,E07000084
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,10,Male,62,Scotland,White,No.qualifications,Rented.from.council/local.authority,K,S14000047,S12000044
10,Conservative,Yes.I.voted,Labour,Remain,10,Male,63,Wales,White,Level.1,Owned.with.a.mortgage.or.loan,B,E14000723,E08000033
10,Labour,Yes.I.voted,Labour,Remain,10,Female,50,East.Midlands,White,Level.1,Owned.with.a.mortgage.or.loan,M,E14000577,E07000033
6,UKIP,Yes.I.voted,Dont.remember,Leave,10,Female,39,North.West,White,Level.2,Owned.with.a.mortgage.or.loan,B,E14000652,E07000226
1,None.-.wont.vote,No.I.chose.not.to.vote,"",Would.not.vote,5,Female,49,Scotland,White,Level.1,Rented.from.council/local.authority,K,E14000919,E08000019
1,None.-.wont.vote,No.I.chose.not.to.vote,0,Would.not.vote,1,Male,21,North.West,White,0,Rented.from.council/local.authority,L,E14000612,E08000002
10,UKIP,Yes.I.voted,UKIP,Leave,"",Male,86,East.of.England,White,Level.4,Owned.outright.by.household,E,E14000613,E07000203
10,Labour,Yes.I.voted,Labour,Remain,10,Female,64,North.West,White,Level.1,Social.housing.rented.other.than.from.council/local.authority,J,E14000611,E08000002
10,Dont.know,Yes.I.voted,Labour,Leave,10,Female,48,East.Midlands,White,Level.3,Being.bought.on.a.mortgage,F,E14000582,E07000136
"",UKIP,Yes.I.voted,UKIP,Leave,10,Male,50,London,White,Level.3,Rented.from.a.private.landlord.or.letting.agency,A,E14000882,E09000030
10,Labour,Yes.I.voted,Labour,Leave,"",Male,74,Wales,White,Other,Owned.outright.by.household,C,W07000041,W06000001
10,Labour,Yes.I.voted,Labour,"","",Male,Prefer.not.to.say,North.West,White,Level.4,Rented.from.Housing.Association,K,E14000775,E08000011
5,Labour,Yes.I.voted,Labour,Dont.know,7,Female,69,East.of.England,White,No.formal.qualifications,Owned.outright.by.household,E,E14000624,E07000202
10,Dont.know,Yes.I.voted,Dont.remember,Dont.know,Dont.know,Prefer.not.to.say,63,North.West,White,0,Rented.from.council/local.authority,F,E14000753,E07000227
"",Conservative,Yes.I.voted,Conservative,Leave,5,Male,58,London,White,No.qualifications,Owned.outright.by.household,L,E14000703,E09000003
1,None.-.wont.vote,No.I.chose.not.to.vote,blank,Leave,7,Female,41,North.West,White,Level.3,Being.bought.on.a.mortgage,G,E14000758,E07000120
"",Dont.know,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Remain,10,Female,39,London,White,Level.4,Owned.outright.by.household,G,E14000872,E09000006
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,71,Scotland,White,0,Owned.outright.by.household,C,S14000017,S12000015
9,UKIP,Yes.I.voted,Conservative,Remain,"",Female,37,West.Midlands,White,Level.3,Owned.outright.by.household,H,E14000854,E07000218
7,UKIP,Yes.I.voted,Labour,Leave,10,Female,43,London,White,Level.1,Owned.outright.by.household,N,E14000624,E07000205
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,58,North.West,White,Level.2,Owned.outright.by.household,A,E14000791,E07000194
"",Liberal.Democrat,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,56,Scotland,White,Level.1,Owned.outright.by.household,H,S14000049,S12000015
"",Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Leave,10,Female,60,Wales,White,Level.4,Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency,J,W07000050,W06000015
10,Labour,Yes.I.voted,Labour,Remain,10,Female,69,East.of.England,White,No.formal.qualifications,Owned.outright.by.household,L,E14000739,E07000096
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,58,North.West,White,Other,Owned.outright.by.household,M,E14000947,E06000030
"",Dont.know,Yes.I.voted,Other.party,Dont.know,10,Female,58,London,White,Level.3,Owned.outright.by.household,G,E14000984,E09000029
"",Other.party,Yes.I.voted,Labour,Leave,10,Male,43,London,Asian./.Asian.British:.Bangladeshi,Other,Rented.from.council/local.authority,K,E14000555,E09000030
"",UKIP,Yes.I.voted,UKIP,Leave,10,Male,58,London,White,No.qualifications,Rented.from.council/local.authority,K,E14000726,E09000013
9,Labour,Yes.I.voted,Labour,Remain,9,Male,47,East.of.England,White,Level.4,Being.bought.on.a.mortgage,H,E14000606,E07000095
"",Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,Plaid.Cymru-.the.Welsh.Nationalists,Leave,10,Male,30,Wales,White,Level.1,Owned.with.a.mortgage.or.loan,D,W07000069,W06000012
Dont.know,Labour,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Remain,10,Male,34,London,White,Level.2,Rented.from.a.private.landlord.or.letting.agency,O,E14000770,E09000021
"",Labour,Yes.I.voted,Labour,Remain,10,Male,29,London,White,Level.2,Owned.with.a.mortgage.or.loan,A,E14000593,E09000018
"",Plaid.Cymru.-.the.Welsh.Nationalists,Yes.I.voted,Plaid.Cymru-.the.Welsh.Nationalists,Leave,7,Male,84,Wales,White,No.qualifications,Rented.from.council/local.authority,L,W07000052,W06000016
"",Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Leave,10,Female,61,Wales,White,Level.4,Owned.outright.by.household,C,W07000042,W06000005
10,Dont.know,Yes.I.voted,Labour,Remain,"",Female,32,South.East,Asian/Asian.British,Level.4,Other/Dont.know,N,E14000869,E09000004
10,Conservative,Yes.I.voted,Conservative,Remain,10,Male,52,North.West,White,Level.1.or.2,Being.bought.on.a.mortgage,B,E14000943,E07000126
9,Dont.know,Yes.I.voted,Conservative,Remain,9,Female,29,Scotland,White,Level.4,Owned.with.a.mortgage.or.loan,B,S14000002,S12000033
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,42,East.Midlands,White,Other,Being.bought.on.a.mortgage,J,E14000782,E06000016
"",Dont.know,Yes.I.voted,Labour,Dont.know,5,Female,54,London,White,Level.2,Rented.from.a.private.landlord.or.letting.agency,O,E14001013,E09000031
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,55,West.Midlands,White,Level.3,Owned.with.a.mortgage.or.loan,D,E14000799,E06000051
10,UKIP,Yes.I.voted,UKIP,Leave,10,Male,70,East.Midlands,White,Apprenticeship,Prefer.not.to.say,E,E14000728,E07000131
10,Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Remain,10,Male,39,Scotland,White,Level.4,Owned.outright.by.household,H,E14000602,E06000023
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,45,South.West,White,Level.1,Living.rent.free,O,S14000030,S12000046
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,9,Male,24,Scotland,White,Level.1,Rented.from.a.private.landlord.or.letting.agency,J,S14000019,S12000029
8,Conservative,Yes.I.voted,Conservative,"","",Female,27,East.of.England,White,Level.4,Being.bought.on.a.mortgage,O,E14000899,E06000033
"",Conservative,Yes.I.voted,Conservative,Remain,10,Male,73,London,White,Level.1,Owned.outright.by.household,A,E14000768,E09000020
10,Conservative,Yes.I.voted,Conservative,Leave,10,Female,44,West.Midlands,White,Level.2,Rented.from.a.private.landlord.or.letting.agency,I,E14000712,E07000081
"",Liberal.Democrat,Yes.I.voted,Liberal.Democrat,Remain,10,Male,65,Wales,White,No.qualifications,Owned.with.a.mortgage.or.loan,D,W07000068,W06000023
10,Labour,Yes.I.voted,Labour,Remain,10,Male,59,South.East,Black/Black.British,Level.4,Owned.with.a.mortgage.or.loan,B,E14000995,E06000034
"",Would.not.vote,Yes.I.voted,Dont.remember,Would.not.vote,0,Male,55,Scotland,White,Level.1,Owned.outright.by.household,F,S14000028,S12000014
10,UKIP,Yes.I.voted,UKIP,Remain,10,Male,59,East.of.England,White,Level.1,Rented.from.council/local.authority,L,E14000947,E06000030
10,Conservative,Yes.I.voted,Conservative,Dont.know,"",Male,62,Yorkshire.and.The.Humber,White,Level.4,Owned.outright.by.household,E,E14000643,E06000012
10,Conservative,Yes.I.voted,Conservative,Dont.know,10,Female,Prefer.not.to.say,Scotland,White,Level.1,Prefer.not.to.say,D,E14000613,E07000203
8,Labour,Yes.I.voted,Labour,Remain,8,Female,56,Scotland,White,Other,Rented.from.Housing.Association,D,S14000013,S12000006
"",Labour,Yes.I.voted,Labour,Leave,10,Female,68,Wales,White,Level.1,Social.housing.rented.other.than.from.council/local.authority,L,W07000041,W06000001
"",Labour,Yes.I.voted,Liberal.Democrat,Remain,10,Female,38,London,White,Level.2,Owned.with.a.mortgage.or.loan,O,E14001005,E09000027
10,UKIP,Yes.I.voted,Labour,Leave,10,Male,22,South.East,Mixed,Level.3,Rented.from.private.landlord,H,E14000753,E07000227
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,62,East.Midlands,White,Level.3,Owned.outright.by.household,C,E14000664,E07000032
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,47,Scotland,White,Level.2,Owned.with.a.mortgage.or.loan,B,S14000037,S12000034
5,Dont.know,Yes.I.voted,Conservative,Leave,10,Female,63,West.Midlands,White,Level.4,Owned.with.a.mortgage.or.loan,M,E14000848,E07000147
"",Labour,No.I.wanted.to.vote.but.was.unable.to.do.so,"",Remain,9,Male,21,Scotland,White,Level.1,Rented.from.council/local.authority,I,S14000048,S12000021
10,Conservative,Yes.I.voted,Conservative,"","",Female,49,South.East,White,Level.1.or.2,Being.bought.on.a.mortgage,B,E14000700,E07000110
0,None.-.wont.vote,No.I.chose.not.to.vote,0,Leave,"",Male,33,North.West,White,Level.4,Prefer.not.to.say,L,E14000537,E08000004
1,Labour,No.I.chose.not.to.vote,"",Leave,1,Female,66,North.East,Mixed,0,Prefer.not.to.say,F,N06000013,N09000011
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Leave,9,Female,75,Scotland,White,Level.2,Owned.outright.by.household,D,S14000049,S12000015
"",Conservative,Yes.I.voted,Conservative,Dont.know,4,Male,33,London,White,Level.1,Owned.with.a.mortgage.or.loan,G,E14000687,E09000010
10,Conservative,Yes.I.voted,Conservative,Leave,10,Male,34,South.East,White,Level.4,Being.bought.on.a.mortgage,B,E14000753,E07000227
"",Conservative,Yes.I.voted,Conservative,Leave,10,Female,57,London,"",Level.1,Owned.with.a.mortgage.or.loan,O,E14000789,E09000023
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,46,London,White,Level.1,Rented.from.council/local.authority,K,E14001047,E07000217
5,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,"","",Female,Prefer.not.to.say,Scotland,Prefer.not.to.say,Dont.know,Rented.from.Housing.Association,M,S14000003,S12000044
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,"","",Female,50,Scotland,White,Level.3,Rented.from.private.landlord,C,S14000005,S12000035
10,Conservative,Yes.I.voted,Liberal.Democrat,Remain,10,Male,67,South.East,White,Level.2,Owned.outright.by.household,E,E14000855,E06000031
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,47,Scotland,White,Level.1,Owned.with.a.mortgage.or.loan,I,S14000004,S12000041
10,UKIP,Yes.I.voted,UKIP,Leave,10,Female,34,South.East,White,Level.1,Owned.with.a.mortgage.or.loan,H,E14000857,E07000084
"",Labour,Yes.I.voted,Liberal.Democrat,Remain,10,Male,75,Scotland,White,Other,Owned.outright.by.household,E,S14000039,S12000017
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Male,33,Scotland,White,Other,Being.bought.on.a.mortgage,H,S14000056,S12000029
"",UKIP,Yes.I.voted,Conservative,Leave,10,Male,70,Wales,White,0,Owned.outright.by.household,F,W07000069,W06000012
10,UKIP,Yes.I.voted,Conservative,Leave,10,Male,48,East.of.England,White,Level.2,Owned.with.a.mortgage.or.loan,C,E14000910,E07000070
8,Conservative,No.I.wanted.to.vote.but.was.unable.to.do.so,0,Remain,"",Male,29,East.of.England,White,Level.4,Rented.from.private.landlord,J,E14000946,E07000200
"",Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,Remain,10,Female,61,Scotland,White,Other,Owned.with.a.mortgage.or.loan,M,S14000048,S12000021
10,Scottish.National.Party.SNP,Yes.I.voted,Scottish.National.Party.SNP,"","",Male,65,Scotland,White,Level.4,Owned.outright.by.household,F,S14000006,S12000028
